Category,Type,Value
Spam,URL,http://online-banking.support/bank-of-america-alert?id=253
Spam,URL,http://order-processing.online/amazon-order-issue?id=234
Spam,Email,loan.approval.notice.245@fast-cash.co
Ham,Email,user2449@example.com
Ham,URL,https://www.example.com/page1965
Ham,URL,https://www.example.com/page1521
Ham,Email,user2405@example.com
Ham,Email,user2565@example.com
Ham,Email,user530@example.com
Spam,Email,urgent.notice.123.253@suspiciousdomain.com
Ham,Email,user2368@example.com
Spam,Email,job.offer.urgent.65@career-opportunities.net
Ham,URL,https://www.example.com/page63
Ham,Email,user802@example.com
Ham,Email,user653@example.com
Ham,Email,user1852@example.com
Spam,Email,prize.winner.now.159@get-your-cash.net
Ham,Email,user839@example.com
Ham,URL,https://www.example.com/page2701
Ham,Email,user1121@example.com
Spam,Email,inheritance.claim.206@legal-funds.info
Spam,Email,your.package.on.hold.170@delivery-info.online
Ham,Email,user1193@example.com
Ham,URL,https://www.example.com/page1760
Ham,URL,https://www.example.com/page1047
Ham,URL,https://www.example.com/page175
Ham,Email,user98@example.com
Spam,URL,http://secure-billing.co/invoice-payment-due?id=8
Spam,URL,http://legal-funds.info/inheritance-claim?id=194
Ham,Email,user1235@example.com
Spam,URL,http://order-processing.online/amazon-order-issue?id=164
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=158
Ham,URL,https://www.example.com/page1701
Spam,URL,http://login-verify.info/account-security-alert?id=182
Spam,Email,amazon.order.issue.239@order-processing.online
Ham,URL,https://www.example.com/page850
Ham,Email,user2498@example.com
Ham,URL,https://www.example.com/page1717
Spam,Email,virus.detected.35@system-scan.info
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=66
Spam,URL,http://secure-billing.co/invoice-payment-due?id=184
Ham,Email,user1007@example.com
Spam,Email,free.money.offer.16@limited-time.biz
Spam,URL,http://delivery-info.online/package-on-hold?id=93
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=65
Ham,Email,user2255@example.com
Ham,URL,https://www.example.com/page2106
Ham,URL,https://www.example.com/page1907
Ham,Email,user669@example.com
Ham,Email,user1326@example.com
Ham,Email,user2707@example.com
Spam,Email,bitcoin.investment.offer.59@crypto-wealth.biz
Ham,URL,https://www.example.com/page2180
Spam,Email,loan.approval.notice.185@fast-cash.co
Ham,URL,https://www.example.com/page580
Ham,URL,https://www.example.com/page2668
Spam,Email,loan.approval.notice.174@fast-cash.co
Spam,Email,loan.approval.notice.122@fast-cash.co
Spam,Email,account.security.alert.205@login-verify.info
Ham,URL,https://www.example.com/page1304
Spam,Email,bank.of.america.alert.81@online-banking.support
Spam,Email,important.update.176@service-notification.org
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=88
Ham,URL,https://www.example.com/page2694
Ham,URL,https://www.example.com/page2168
Ham,Email,user1225@example.com
Ham,Email,user936@example.com
Spam,Email,dating.match.for.you.72@find-love.club
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=122
Ham,Email,user662@example.com
Spam,URL,http://find-love.club/dating-match?id=255
Spam,Email,your.package.on.hold.220@delivery-info.online
Ham,Email,user1793@example.com
Ham,URL,https://www.example.com/page1630
Ham,Email,user302@example.com
Ham,URL,https://www.example.com/page675
Ham,URL,https://www.example.com/page1056
Ham,Email,user1537@example.com
Spam,URL,http://system-scan.info/virus-detected?id=240
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=194
Spam,URL,http://limited-time.biz/free-money-offer?id=123
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=164
Ham,Email,user2162@example.com
Ham,Email,user1069@example.com
Ham,Email,user869@example.com
Spam,Email,paypal.security.center.119@account-limited.net
Ham,URL,https://www.example.com/page2706
Spam,Email,paypal.security.center.163@account-limited.net
Spam,URL,http://fast-cash.co/loan-approval-notice?id=222
Spam,URL,http://service-notification.org/important-update?id=160
Ham,Email,user1090@example.com
Ham,Email,user598@example.com
Spam,URL,http://claim-reward.club/you-won-a-gift?id=92
Spam,Email,bitcoin.investment.offer.51@crypto-wealth.biz
Spam,URL,http://online-banking.support/bank-of-america-alert?id=271
Spam,Email,prize.winner.now.110@get-your-cash.net
Spam,Email,job.offer.urgent.128@career-opportunities.net
Ham,Email,user514@example.com
Ham,Email,user1860@example.com
Ham,URL,https://www.example.com/page1853
Spam,URL,http://login-verify.info/account-security-alert?id=240
Spam,URL,http://get-your-cash.net/prize-winner?id=235
Ham,Email,user22@example.com
Spam,URL,http://order-processing.online/amazon-order-issue?id=111
Spam,Email,loan.approval.notice.99@fast-cash.co
Spam,Email,urgent.notice.123.274@suspiciousdomain.com
Ham,URL,https://www.example.com/page2223
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=204
Ham,URL,https://www.example.com/page35
Spam,Email,inheritance.claim.76@legal-funds.info
Spam,Email,job.offer.urgent.174@career-opportunities.net
Spam,URL,http://limited-time.biz/free-money-offer?id=48
Ham,Email,user2592@example.com
Spam,Email,youve.won.a.gift.114@claim-reward.club
Ham,Email,user157@example.com
Spam,Email,virus.detected.157@system-scan.info
Ham,URL,https://www.example.com/page95
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=149
Spam,Email,paypal.security.center.0@account-limited.net
Spam,Email,lottery.winner.notification.210@lucky-draw.org
Ham,Email,user1776@example.com
Spam,URL,http://security-team.net/unauthorized-access?id=109
Ham,URL,https://www.example.com/page494
Ham,URL,https://www.example.com/page2331
Spam,Email,loan.approval.notice.116@fast-cash.co
Ham,URL,https://www.example.com/page1467
Spam,URL,http://claim-reward.club/you-won-a-gift?id=107
Spam,Email,virus.detected.59@system-scan.info
Ham,URL,https://www.example.com/page147
Spam,URL,http://service-notification.org/important-update?id=29
Spam,Email,account.security.alert.210@login-verify.info
Spam,URL,http://service-notification.org/important-update?id=17
Ham,Email,user206@example.com
Ham,URL,https://www.example.com/page326
Ham,Email,user2428@example.com
Spam,Email,loan.approval.notice.238@fast-cash.co
Spam,Email,urgent.notice.123.260@suspiciousdomain.com
Ham,Email,user893@example.com
Spam,URL,http://secure-billing.co/invoice-payment-due?id=15
Spam,Email,lottery.winner.notification.104@lucky-draw.org
Ham,Email,user1928@example.com
Spam,URL,http://limited-time.biz/free-money-offer?id=253
Spam,Email,free.money.offer.153@limited-time.biz
Spam,Email,lottery.winner.notification.5@lucky-draw.org
Spam,Email,account.security.alert.236@login-verify.info
Ham,Email,user1864@example.com
Spam,Email,your.package.on.hold.242@delivery-info.online
Ham,Email,user218@example.com
Ham,URL,https://www.example.com/page1822
Spam,URL,http://account-limited.net/paypal-security-center?id=184
Spam,Email,confirm.your.details.197@verify-account.support
Spam,Email,your.package.on.hold.69@delivery-info.online
Ham,Email,user1137@example.com
Spam,Email,free.money.offer.248@limited-time.biz
Spam,URL,http://order-processing.online/amazon-order-issue?id=86
Ham,Email,user2744@example.com
Ham,URL,https://www.example.com/page2486
Ham,Email,user1573@example.com
Spam,URL,http://secure-billing.co/invoice-payment-due?id=79
Ham,URL,https://www.example.com/page1555
Spam,Email,bitcoin.investment.offer.102@crypto-wealth.biz
Ham,URL,https://www.example.com/page1284
Spam,Email,inheritance.claim.125@legal-funds.info
Ham,Email,user268@example.com
Ham,Email,user51@example.com
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=155
Ham,URL,https://www.example.com/page1524
Ham,URL,https://www.example.com/page1339
Ham,Email,user243@example.com
Spam,URL,http://fast-cash.co/loan-approval-notice?id=71
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=128
Ham,Email,user2139@example.com
Ham,URL,https://www.example.com/page169
Ham,URL,https://www.example.com/page2428
Spam,Email,unauthorized.access.180@security-team.net
Ham,Email,user2554@example.com
Spam,URL,http://service-notification.org/important-update?id=141
Ham,URL,https://www.example.com/page2135
Spam,Email,inheritance.claim.121@legal-funds.info
Ham,URL,https://www.example.com/page2589
Ham,Email,user980@example.com
Spam,Email,job.offer.urgent.213@career-opportunities.net
Spam,Email,bitcoin.investment.offer.236@crypto-wealth.biz
Ham,Email,user2241@example.com
Ham,URL,https://www.example.com/page2034
Spam,Email,free.money.offer.15@limited-time.biz
Ham,Email,user2577@example.com
Spam,URL,http://legal-funds.info/inheritance-claim?id=28
Ham,Email,user726@example.com
Ham,Email,user1560@example.com
Spam,Email,unauthorized.access.135@security-team.net
Ham,Email,user1536@example.com
Ham,URL,https://www.example.com/page101
Spam,Email,inheritance.claim.216@legal-funds.info
Ham,Email,user2311@example.com
Ham,Email,user292@example.com
Spam,Email,job.offer.urgent.72@career-opportunities.net
Spam,URL,http://secure-billing.co/invoice-payment-due?id=235
Spam,URL,http://get-your-cash.net/prize-winner?id=124
Spam,Email,confirm.your.details.264@verify-account.support
Spam,URL,http://online-banking.support/bank-of-america-alert?id=272
Spam,URL,http://limited-time.biz/free-money-offer?id=128
Spam,URL,http://order-processing.online/amazon-order-issue?id=110
Ham,Email,user2601@example.com
Ham,URL,https://www.example.com/page449
Spam,Email,job.offer.urgent.211@career-opportunities.net
Ham,URL,https://www.example.com/page1110
Spam,URL,http://login-verify.info/account-security-alert?id=97
Spam,URL,http://service-notification.org/important-update?id=203
Ham,URL,https://www.example.com/page2148
Spam,URL,http://secure-billing.co/invoice-payment-due?id=50
Spam,Email,bitcoin.investment.offer.175@crypto-wealth.biz
Ham,URL,https://www.example.com/page2562
Spam,URL,http://fast-cash.co/loan-approval-notice?id=124
Spam,Email,unauthorized.access.109@security-team.net
Spam,URL,http://online-banking.support/bank-of-america-alert?id=158
Spam,Email,your.package.on.hold.95@delivery-info.online
Ham,URL,https://www.example.com/page2272
Ham,Email,user2039@example.com
Spam,URL,http://verify-account.support/confirm-details?id=107
Spam,URL,http://login-verify.info/account-security-alert?id=159
Ham,URL,https://www.example.com/page2693
Ham,Email,user760@example.com
Ham,Email,user1375@example.com
Spam,Email,paypal.security.center.32@account-limited.net
Spam,Email,urgent.notice.123.255@suspiciousdomain.com
Spam,URL,http://legal-funds.info/inheritance-claim?id=166
Ham,Email,user316@example.com
Ham,Email,user656@example.com
Spam,Email,your.package.on.hold.151@delivery-info.online
Spam,Email,bank.of.america.alert.17@online-banking.support
Spam,URL,http://security-team.net/unauthorized-access?id=80
Spam,Email,youve.won.a.gift.54@claim-reward.club
Ham,URL,https://www.example.com/page2064
Ham,URL,https://www.example.com/page23
Ham,URL,https://www.example.com/page1550
Ham,Email,user1513@example.com
Spam,URL,http://secure-billing.co/invoice-payment-due?id=227
Ham,URL,https://www.example.com/page2637
Spam,Email,virus.detected.42@system-scan.info
Ham,Email,user95@example.com
Ham,URL,https://www.example.com/page474
Spam,Email,invoice.payment.due.180@secure-billing.co
Ham,Email,user1071@example.com
Ham,URL,https://www.example.com/page816
Ham,URL,https://www.example.com/page2465
Ham,URL,https://www.example.com/page598
Spam,Email,dating.match.for.you.64@find-love.club
Ham,URL,https://www.example.com/page489
Spam,Email,lottery.winner.notification.74@lucky-draw.org
Ham,Email,user2308@example.com
Spam,Email,confirm.your.details.149@verify-account.support
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=184
Ham,URL,https://www.example.com/page400
Ham,Email,user174@example.com
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=197
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=163
Spam,Email,lottery.winner.notification.76@lucky-draw.org
Ham,Email,user2010@example.com
Ham,URL,https://www.example.com/page1606
Ham,Email,user1191@example.com
Ham,Email,user886@example.com
Ham,URL,https://www.example.com/page1090
Spam,Email,youve.won.a.gift.240@claim-reward.club
Ham,URL,https://www.example.com/page1447
Spam,Email,loan.approval.notice.21@fast-cash.co
Spam,Email,paypal.security.center.10@account-limited.net
Spam,URL,http://login-verify.info/account-security-alert?id=92
Spam,URL,http://verify-account.support/confirm-details?id=191
Spam,Email,amazon.order.issue.227@order-processing.online
Spam,Email,invoice.payment.due.83@secure-billing.co
Ham,Email,user1379@example.com
Spam,Email,account.security.alert.51@login-verify.info
Spam,Email,youve.won.a.gift.51@claim-reward.club
Spam,URL,http://verify-account.support/confirm-details?id=261
Spam,URL,http://find-love.club/dating-match?id=161
Spam,URL,http://find-love.club/dating-match?id=257
Ham,Email,user1816@example.com
Spam,Email,unauthorized.access.83@security-team.net
Spam,URL,http://delivery-info.online/package-on-hold?id=140
Ham,URL,https://www.example.com/page1074
Ham,URL,https://www.example.com/page1122
Ham,Email,user633@example.com
Spam,URL,http://delivery-info.online/package-on-hold?id=51
Ham,URL,https://www.example.com/page275
Ham,URL,https://www.example.com/page711
Ham,Email,user851@example.com
Ham,Email,user1966@example.com
Spam,Email,bank.of.america.alert.55@online-banking.support
Ham,URL,https://www.example.com/page559
Ham,Email,user2555@example.com
Ham,URL,https://www.example.com/page1399
Ham,URL,https://www.example.com/page460
Ham,URL,https://www.example.com/page1174
Spam,Email,bank.of.america.alert.35@online-banking.support
Ham,Email,user37@example.com
Spam,Email,urgent.notice.123.104@suspiciousdomain.com
Spam,URL,http://account-limited.net/paypal-security-center?id=87
Ham,URL,https://www.example.com/page765
Ham,Email,user771@example.com
Spam,Email,virus.detected.167@system-scan.info
Spam,URL,http://secure-billing.co/invoice-payment-due?id=204
Spam,Email,job.offer.urgent.83@career-opportunities.net
Ham,Email,user2609@example.com
Ham,Email,user2331@example.com
Ham,Email,user1260@example.com
Ham,Email,user197@example.com
Ham,URL,https://www.example.com/page2252
Spam,URL,http://security-team.net/unauthorized-access?id=273
Spam,Email,your.package.on.hold.93@delivery-info.online
Ham,URL,https://www.example.com/page1789
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=11
Spam,Email,bitcoin.investment.offer.67@crypto-wealth.biz
Ham,URL,https://www.example.com/page334
Spam,Email,bitcoin.investment.offer.96@crypto-wealth.biz
Ham,Email,user2588@example.com
Ham,Email,user680@example.com
Ham,Email,user2340@example.com
Ham,URL,https://www.example.com/page1118
Spam,URL,http://claim-reward.club/you-won-a-gift?id=32
Spam,Email,bitcoin.investment.offer.202@crypto-wealth.biz
Ham,URL,https://www.example.com/page540
Ham,URL,https://www.example.com/page1977
Spam,URL,http://service-notification.org/important-update?id=120
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=252
Ham,URL,https://www.example.com/page1235
Spam,URL,http://online-banking.support/bank-of-america-alert?id=210
Spam,Email,loan.approval.notice.180@fast-cash.co
Ham,URL,https://www.example.com/page1450
Ham,Email,user2163@example.com
Spam,Email,job.offer.urgent.18@career-opportunities.net
Spam,URL,http://service-notification.org/important-update?id=67
Ham,URL,https://www.example.com/page2744
Ham,Email,user2537@example.com
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=243
Ham,Email,user1336@example.com
Spam,URL,http://fast-cash.co/loan-approval-notice?id=140
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=30
Ham,URL,https://www.example.com/page952
Ham,URL,https://www.example.com/page1488
Spam,Email,virus.detected.197@system-scan.info
Spam,Email,your.package.on.hold.241@delivery-info.online
Spam,URL,http://service-notification.org/important-update?id=202
Spam,URL,http://legal-funds.info/inheritance-claim?id=195
Spam,URL,http://order-processing.online/amazon-order-issue?id=7
Spam,Email,invoice.payment.due.94@secure-billing.co
Ham,Email,user1134@example.com
Spam,URL,http://secure-billing.co/invoice-payment-due?id=2
Ham,URL,https://www.example.com/page1733
Spam,Email,invoice.payment.due.257@secure-billing.co
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=86
Ham,URL,https://www.example.com/page2214
Spam,Email,your.package.on.hold.26@delivery-info.online
Ham,URL,https://www.example.com/page1553
Spam,URL,http://login-verify.info/account-security-alert?id=223
Ham,Email,user325@example.com
Ham,URL,https://www.example.com/page522
Ham,URL,https://www.example.com/page2550
Spam,URL,http://security-team.net/unauthorized-access?id=102
Spam,Email,bank.of.america.alert.14@online-banking.support
Spam,Email,confirm.your.details.60@verify-account.support
Ham,URL,https://www.example.com/page2113
Ham,Email,user1354@example.com
Ham,Email,user6@example.com
Ham,URL,https://www.example.com/page980
Ham,Email,user240@example.com
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=86
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=210
Ham,Email,user1446@example.com
Ham,Email,user2036@example.com
Spam,URL,http://verify-account.support/confirm-details?id=225
Ham,URL,https://www.example.com/page2721
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=212
Spam,Email,bitcoin.investment.offer.209@crypto-wealth.biz
Spam,Email,dating.match.for.you.178@find-love.club
Spam,URL,http://verify-account.support/confirm-details?id=189
Ham,Email,user1760@example.com
Ham,Email,user1778@example.com
Spam,URL,http://legal-funds.info/inheritance-claim?id=246
Spam,URL,http://fast-cash.co/loan-approval-notice?id=78
Spam,URL,http://security-team.net/unauthorized-access?id=269
Ham,Email,user1462@example.com
Spam,URL,http://secure-billing.co/invoice-payment-due?id=138
Spam,URL,http://service-notification.org/important-update?id=152
Ham,URL,https://www.example.com/page560
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=130
Ham,Email,user2120@example.com
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=0
Spam,Email,invoice.payment.due.260@secure-billing.co
Spam,URL,http://service-notification.org/important-update?id=105
Spam,Email,prize.winner.now.42@get-your-cash.net
Ham,URL,https://www.example.com/page515
Spam,URL,http://verify-account.support/confirm-details?id=131
Spam,URL,http://order-processing.online/amazon-order-issue?id=253
Ham,URL,https://www.example.com/page1265
Ham,URL,https://www.example.com/page2267
Ham,Email,user1802@example.com
Spam,Email,loan.approval.notice.207@fast-cash.co
Spam,URL,http://system-scan.info/virus-detected?id=54
Ham,URL,https://www.example.com/page2069
Ham,Email,user1220@example.com
Spam,URL,http://service-notification.org/important-update?id=125
Ham,Email,user1178@example.com
Ham,URL,https://www.example.com/page96
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=121
Spam,URL,http://login-verify.info/account-security-alert?id=4
Ham,URL,https://www.example.com/page1076
Ham,Email,user634@example.com
Spam,Email,unauthorized.access.193@security-team.net
Ham,Email,user493@example.com
Spam,URL,http://service-notification.org/important-update?id=119
Ham,Email,user749@example.com
Spam,Email,youve.won.a.gift.5@claim-reward.club
Spam,Email,bank.of.america.alert.268@online-banking.support
Spam,URL,http://get-your-cash.net/prize-winner?id=210
Ham,Email,user2457@example.com
Spam,Email,unauthorized.access.221@security-team.net
Spam,Email,amazon.order.issue.97@order-processing.online
Ham,Email,user1947@example.com
Ham,URL,https://www.example.com/page318
Ham,URL,https://www.example.com/page2499
Ham,URL,https://www.example.com/page1708
Ham,Email,user708@example.com
Spam,URL,http://delivery-info.online/package-on-hold?id=267
Ham,URL,https://www.example.com/page2517
Ham,Email,user880@example.com
Spam,Email,prize.winner.now.49@get-your-cash.net
Ham,Email,user755@example.com
Spam,Email,bitcoin.investment.offer.196@crypto-wealth.biz
Spam,URL,http://online-banking.support/bank-of-america-alert?id=174
Ham,URL,https://www.example.com/page2310
Ham,Email,user420@example.com
Spam,URL,http://login-verify.info/account-security-alert?id=82
Spam,Email,account.security.alert.27@login-verify.info
Spam,Email,inheritance.claim.112@legal-funds.info
Spam,URL,http://secure-billing.co/invoice-payment-due?id=157
Ham,Email,user416@example.com
Spam,URL,http://fast-cash.co/loan-approval-notice?id=73
Spam,Email,unauthorized.access.261@security-team.net
Spam,Email,job.offer.urgent.186@career-opportunities.net
Ham,URL,https://www.example.com/page2442
Ham,Email,user2599@example.com
Spam,URL,http://legal-funds.info/inheritance-claim?id=114
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=28
Ham,URL,https://www.example.com/page53
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=179
Ham,Email,user82@example.com
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=164
Ham,Email,user678@example.com
Ham,Email,user2624@example.com
Spam,URL,http://online-banking.support/bank-of-america-alert?id=116
Spam,URL,http://fast-cash.co/loan-approval-notice?id=229
Ham,URL,https://www.example.com/page810
Ham,Email,user352@example.com
Ham,Email,user132@example.com
Spam,Email,dating.match.for.you.266@find-love.club
Ham,URL,https://www.example.com/page2613
Spam,URL,http://login-verify.info/account-security-alert?id=195
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=131
Spam,Email,paypal.security.center.69@account-limited.net
Spam,Email,paypal.security.center.213@account-limited.net
Ham,URL,https://www.example.com/page475
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=230
Ham,Email,user2252@example.com
Ham,URL,https://www.example.com/page908
Ham,Email,user1290@example.com
Spam,URL,http://service-notification.org/important-update?id=91
Ham,URL,https://www.example.com/page2340
Spam,URL,http://claim-reward.club/you-won-a-gift?id=12
Spam,URL,http://login-verify.info/account-security-alert?id=145
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=257
Spam,Email,confirm.your.details.265@verify-account.support
Spam,URL,http://login-verify.info/account-security-alert?id=28
Ham,Email,user116@example.com
Ham,URL,https://www.example.com/page1902
Ham,Email,user711@example.com
Spam,URL,http://find-love.club/dating-match?id=129
Ham,URL,https://www.example.com/page1129
Ham,Email,user1111@example.com
Spam,Email,account.security.alert.206@login-verify.info
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=70
Spam,Email,free.money.offer.84@limited-time.biz
Spam,Email,account.security.alert.201@login-verify.info
Spam,URL,http://fast-cash.co/loan-approval-notice?id=160
Spam,URL,http://secure-billing.co/invoice-payment-due?id=102
Spam,URL,http://find-love.club/dating-match?id=17
Ham,Email,user1344@example.com
Ham,Email,user2700@example.com
Ham,URL,https://www.example.com/page2182
Spam,URL,http://limited-time.biz/free-money-offer?id=74
Spam,URL,http://online-banking.support/bank-of-america-alert?id=17
Spam,URL,http://claim-reward.club/you-won-a-gift?id=67
Spam,Email,account.security.alert.85@login-verify.info
Ham,URL,https://www.example.com/page1451
Spam,Email,virus.detected.200@system-scan.info
Ham,Email,user2626@example.com
Ham,URL,https://www.example.com/page971
Spam,URL,http://crypto-wealth.biz/bitcoin-investment-offer?id=150
Spam,Email,bitcoin.investment.offer.226@crypto-wealth.biz
Ham,Email,user1512@example.com
Spam,Email,invoice.payment.due.147@secure-billing.co
Spam,Email,account.security.alert.271@login-verify.info
Spam,URL,http://security-team.net/unauthorized-access?id=253
Spam,Email,account.security.alert.245@login-verify.info
Ham,URL,https://www.example.com/page2473
Ham,Email,user2585@example.com
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=137
Spam,URL,http://fast-cash.co/loan-approval-notice?id=59
Spam,URL,http://service-notification.org/important-update?id=153
Ham,Email,user1747@example.com
Ham,URL,https://www.example.com/page726
Ham,Email,user330@example.com
Ham,Email,user1285@example.com
Ham,Email,user2374@example.com
Ham,Email,user1416@example.com
Spam,Email,free.money.offer.251@limited-time.biz
Ham,URL,https://www.example.com/page1077
Spam,URL,http://claim-reward.club/you-won-a-gift?id=81
Ham,URL,https://www.example.com/page2401
Ham,URL,https://www.example.com/page2304
Spam,Email,paypal.security.center.68@account-limited.net
Ham,URL,https://www.example.com/page854
Ham,URL,https://www.example.com/page124
Spam,Email,amazon.order.issue.49@order-processing.online
Ham,URL,https://www.example.com/page2629
Ham,URL,https://www.example.com/page2358
Ham,Email,user2381@example.com
Ham,URL,https://www.example.com/page2289
Ham,Email,user1300@example.com
Ham,URL,https://www.example.com/page2286
Ham,Email,user1415@example.com
Ham,Email,user550@example.com
Spam,URL,http://get-your-cash.net/prize-winner?id=1
Ham,Email,user2204@example.com
Ham,URL,https://www.example.com/page1985
Ham,URL,https://www.example.com/page573
Ham,URL,https://www.example.com/page946
Ham,Email,user986@example.com
Ham,URL,https://www.example.com/page2439
Spam,URL,http://secure-billing.co/invoice-payment-due?id=32
Spam,URL,http://secure-billing.co/invoice-payment-due?id=234
Ham,URL,https://www.example.com/page436
Spam,URL,http://find-love.club/dating-match?id=203
Ham,URL,https://www.example.com/page2369
Spam,Email,amazon.order.issue.133@order-processing.online
Ham,Email,user849@example.com
Ham,URL,https://www.example.com/page245
Ham,Email,user1815@example.com
Spam,Email,invoice.payment.due.271@secure-billing.co
Ham,Email,user529@example.com
Ham,URL,https://www.example.com/page1036
Spam,Email,bitcoin.investment.offer.123@crypto-wealth.biz
Ham,URL,https://www.example.com/page1278
Ham,URL,https://www.example.com/page1195
Ham,URL,https://www.example.com/page249
Spam,Email,account.security.alert.247@login-verify.info
Spam,Email,unauthorized.access.113@security-team.net
Spam,URL,http://limited-time.biz/free-money-offer?id=224
Ham,Email,user1161@example.com
Ham,Email,user1233@example.com
Ham,URL,https://www.example.com/page389
Spam,Email,paypal.security.center.71@account-limited.net
Ham,Email,user2562@example.com
Spam,URL,http://account-limited.net/paypal-security-center?id=193
Ham,URL,https://www.example.com/page1501
Spam,Email,amazon.order.issue.250@order-processing.online
Ham,URL,https://www.example.com/page1974
Spam,Email,bank.of.america.alert.170@online-banking.support
Ham,Email,user1015@example.com
Ham,Email,user815@example.com
Spam,Email,your.package.on.hold.213@delivery-info.online
Ham,Email,user641@example.com
Spam,URL,http://find-love.club/dating-match?id=21
Spam,URL,http://login-verify.info/account-security-alert?id=203
Ham,Email,user843@example.com
Spam,URL,http://secure-billing.co/invoice-payment-due?id=109
Ham,Email,user1455@example.com
Ham,Email,user1153@example.com
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=228
Ham,Email,user24@example.com
Ham,Email,user1782@example.com
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=85
Spam,URL,http://verify-account.support/confirm-details?id=156
Ham,Email,user2003@example.com
Spam,Email,paypal.security.center.216@account-limited.net
Spam,Email,bank.of.america.alert.270@online-banking.support
Ham,Email,user607@example.com
Ham,Email,user942@example.com
Spam,Email,loan.approval.notice.36@fast-cash.co
Ham,URL,https://www.example.com/page2710
Ham,URL,https://www.example.com/page1996
Ham,Email,user1361@example.com
Ham,Email,user1539@example.com
Spam,URL,http://security-team.net/unauthorized-access?id=33
Spam,URL,http://account-limited.net/paypal-security-center?id=255
Ham,Email,user560@example.com
Ham,Email,user1960@example.com
Spam,URL,http://find-love.club/dating-match?id=272
Ham,URL,https://www.example.com/page1475
Ham,Email,user1566@example.com
Spam,URL,http://account-limited.net/paypal-security-center?id=79
Spam,URL,http://find-love.club/dating-match?id=180
Spam,Email,confirm.your.details.138@verify-account.support
Ham,URL,https://www.example.com/page1425
Ham,Email,user2589@example.com
Ham,Email,user570@example.com
Spam,URL,http://fast-cash.co/loan-approval-notice?id=223
Spam,URL,http://legal-funds.info/inheritance-claim?id=51
Ham,Email,user2386@example.com
Ham,URL,https://www.example.com/page295
Ham,URL,https://www.example.com/page754
Spam,URL,http://online-banking.support/bank-of-america-alert?id=27
Ham,Email,user888@example.com
Ham,URL,https://www.example.com/page626
Ham,URL,https://www.example.com/page284
Spam,Email,unauthorized.access.138@security-team.net
Spam,Email,job.offer.urgent.188@career-opportunities.net
Spam,URL,http://suspiciousdomain.com/urgent-notice?id=35
Ham,URL,https://www.example.com/page1364
Spam,URL,http://verify-account.support/confirm-details?id=8
Ham,Email,user1883@example.com
Spam,URL,http://secure-billing.co/invoice-payment-due?id=5
Spam,URL,http://fast-cash.co/loan-approval-notice?id=208
Ham,Email,user1642@example.com
Ham,Email,user163@example.com
Spam,URL,http://career-opportunities.net/job-offer-urgent?id=119
Spam,URL,http://limited-time.biz/free-money-offer?id=158
Ham,URL,https://www.example.com/page126
Spam,Email,bitcoin.investment.offer.243@crypto-wealth.biz
Spam,Email,free.money.offer.34@limited-time.biz
Spam,URL,http://lucky-draw.org/lottery-winner-notification?id=172
Spam,Email,amazon.order.issue.76@order-processing.online
Ham,URL,https://www.example.com/page819
Ham,Email,user2497@example.com
Ham,Email,user1039@example.com
Ham,Email,user468@example.com
Ham,Email,user1902@example.com
Spam,Email,amazon.order.issue.225@order-processing.online
Ham,Email,user305@example.com
Ham,URL,https://www.example.com/page2620
Ham,URL,https://www.example.com/page2720
